p_val,avg_log2FC,pct.1,pct.2,p_val_adj,ratio,gene,,,,,,,,,,,
4.08444E-17,0.299150668,0.41,0.222,6.56942E-13,1.846846847,Gsr,,,,,,,,,,,
3.82893E-13,0.299078594,0.325,0.169,6.15846E-09,1.923076923,Dync1h1,,,,,,,,,,,
2.60992E-11,0.298844168,0.458,0.329,4.19779E-07,1.392097264,Ube2e1,,,,,,,,,,,
1.94922E-10,0.298824188,0.52,0.408,3.13513E-06,1.274509804,Rala,,,,,,,,,,,
5.58195E-08,0.298594264,0.698,0.668,0.000897801,1.04491018,Lamp1,,,,,,,,,,,
2.03972E-18,0.298374178,0.387,0.183,3.28068E-14,2.114754098,Rbm5,,,,,,,,,,,
3.75532E-19,0.29826872,0.379,0.18,6.04005E-15,2.105555556,Psmd14,,,,,,,,,,,
1.4477E-23,0.298182519,0.407,0.175,2.32849E-19,2.325714286,Mrpl38,,,,,,,,,,,
1.809E-19,0.298093996,0.373,0.167,2.90959E-15,2.233532934,Luzp1,,,,,,,,,,,
4.77751E-16,0.298048675,0.412,0.23,7.68415E-12,1.791304348,Snx5,,,,,,,,,,,
1.6544E-11,0.297936268,0.404,0.264,2.66094E-07,1.53030303,Ngfrap1,,,,,,,,,,,
9.82175E-15,0.297710461,0.376,0.211,1.57973E-10,1.781990521,Eif4a3,,,,,,,,,,,
5.72757E-10,0.297615562,0.517,0.416,9.21222E-06,1.242788462,Eif3b,,,,,,,,,,,
9.18689E-36,0.297600752,0.325,0.073,1.47762E-31,4.452054795,Cryl1,,,,,,,,,,,
1.00921E-25,0.297566627,0.319,0.1,1.62322E-21,3.19,Nipbl,,,,,,,,,,,
3.66377E-07,0.297372082,0.698,0.729,0.005892801,0.957475995,Eif4g2,,,,,,,,,,,
3.71699E-17,0.297318228,0.367,0.179,5.97841E-13,2.05027933,Farsb,,,,,,,,,,,
1.24028E-24,0.296784962,0.359,0.137,1.99486E-20,2.620437956,Ccdc58,,,,,,,,,,,
5.30299E-09,0.296239909,0.489,0.384,8.52933E-05,1.2734375,Aig1,,,,,,,,,,,
2.41688E-17,0.29588765,0.362,0.172,3.88731E-13,2.104651163,Rbm42,,,,,,,,,,,
5.69797E-25,0.295770884,0.353,0.122,9.16462E-21,2.893442623,Nrip1,,,,,,,,,,,
2.62498E-22,0.295468219,0.305,0.105,4.22201E-18,2.904761905,Utp3,,,,,,,,,,,
7.43856E-09,0.29546073,0.517,0.428,0.000119642,1.207943925,Vil1,,,,,,,,,,,
9.42947E-12,0.295345805,0.421,0.269,1.51664E-07,1.565055762,Gcat,,,,,,,,,,,
8.10196E-08,0.294961367,0.438,0.333,0.00130312,1.315315315,Gna11,,,,,,,,,,,
1.3767E-21,0.294903101,0.333,0.128,2.21428E-17,2.6015625,Tsfm,,,,,,,,,,,
8.55361E-26,0.294818568,0.347,0.118,1.37576E-21,2.940677966,Mybbp1a,,,,,,,,,,,
2.55E-19,0.29445372,0.325,0.138,4.10142E-15,2.355072464,Iah1,,,,,,,,,,,
1.95405E-10,0.294430822,0.424,0.292,3.1429E-06,1.452054795,Stt3b,,,,,,,,,,,
4.10745E-14,0.294382162,0.373,0.2,6.60642E-10,1.865,Psmd3,,,,,,,,,,,
1.47264E-17,0.294187084,0.393,0.207,2.3686E-13,1.898550725,Ube2e3,,,,,,,,,,,
5.13086E-18,0.293907499,0.444,0.247,8.25248E-14,1.79757085,Mrpl55,,,,,,,,,,,
9.51521E-11,0.293873049,0.48,0.35,1.53043E-06,1.371428571,Lrrc59,,,,,,,,,,,
6.88561E-34,0.293776814,0.294,0.06,1.10748E-29,4.9,Agmat,,,,,,,,,,,
5.84435E-36,0.29364192,0.311,0.066,9.40006E-32,4.712121212,Nit2,,,,,,,,,,,
1.10246E-16,0.293507323,0.435,0.251,1.7732E-12,1.733067729,Tbcb,,,,,,,,,,,
0.000144715,0.29330575,0.54,0.534,1,1.011235955,Aldoa,,,,,,,,,,,
6.47061E-22,0.293256252,0.381,0.164,1.04073E-17,2.323170732,Poldip2,,,,,,,,,,,
2.74997E-14,0.293012484,0.345,0.182,4.42305E-10,1.895604396,Sult1d1,,,,,,,,,,,
3.70246E-35,0.293006308,0.314,0.068,5.95503E-31,4.617647059,Rrm1,,,,,,,,,,,
3.15662E-21,0.292957736,0.35,0.142,5.07711E-17,2.464788732,Erbb3,,,,,,,,,,,
6.51487E-14,0.292315382,0.415,0.254,1.04785E-09,1.633858268,BC003965,,,,,,,,,,,
8.51772E-08,0.292259102,0.466,0.387,0.001369991,1.204134367,Sra1,,,,,,,,,,,
6.70845E-09,0.29216483,0.718,0.695,0.000107899,1.033093525,Cope,,,,,,,,,,,
1.36248E-17,0.292085984,0.356,0.172,2.19142E-13,2.069767442,Rpl27-ps3,,,,,,,,,,,
2.1143E-23,0.291951794,0.342,0.127,3.40065E-19,2.692913386,Dhrs7b,,,,,,,,,,,
6.35955E-18,0.291591921,0.387,0.191,1.02287E-13,2.02617801,Gata6,,,,,,,,,,,
1.49288E-18,0.291570719,0.384,0.183,2.40115E-14,2.098360656,Hadha,,,,,,,,,,,
5.813E-11,0.290914345,0.421,0.294,9.34963E-07,1.431972789,Qdpr,,,,,,,,,,,
7.71791E-10,0.290510153,0.777,0.762,1.24135E-05,1.019685039,H2-K1,,,,,,,,,,,
6.63242E-06,0.290424368,0.579,0.543,0.106675861,1.066298343,Krt7,,,,,,,,,,,
1.71845E-23,0.290304347,0.373,0.149,2.76396E-19,2.503355705,Pnp,,,,,,,,,,,
4.09606E-21,0.289902629,0.415,0.2,6.58811E-17,2.075,Trappc4,,,,,,,,,,,
7.94049E-21,0.28986578,0.311,0.115,1.27715E-16,2.704347826,Atad3a,,,,,,,,,,,
1.6176E-19,0.28957981,0.373,0.163,2.60175E-15,2.288343558,Myh9,,,,,,,,,,,
1.75431E-22,0.289569912,0.297,0.099,2.82163E-18,3,Lcmt1,,,,,,,,,,,
1.39925E-35,0.289410237,0.308,0.066,2.25056E-31,4.666666667,Casp1,,,,,,,,,,,
5.70014E-27,0.289353028,0.325,0.101,9.1681E-23,3.217821782,Snrnp40,,,,,,,,,,,
1.50917E-06,0.289340252,0.381,0.284,0.024273468,1.341549296,Deptor,,,,,,,,,,,
7.19242E-26,0.289269614,0.316,0.1,1.15683E-21,3.16,Serhl,,,,,,,,,,,
1.9465E-27,0.289227329,0.319,0.097,3.13074E-23,3.288659794,Fahd1,,,,,,,,,,,
8.51674E-15,0.28920513,0.41,0.229,1.36983E-10,1.790393013,Utrn,,,,,,,,,,,
1.89389E-17,0.288393102,0.37,0.182,3.04614E-13,2.032967033,Vps36,,,,,,,,,,,
8.44603E-11,0.288330185,0.879,0.89,1.35846E-06,0.987640449,Gabarap,,,,,,,,,,,
5.29296E-08,0.288254508,0.449,0.358,0.00085132,1.254189944,Commd6,,,,,,,,,,,
4.74372E-25,0.288171894,0.285,0.082,7.62979E-21,3.475609756,Prelp,,,,,,,,,,,
4.18171E-13,0.288042339,0.54,0.389,6.72585E-09,1.388174807,Arhgdia,,,,,,,,,,,
1.52202E-16,0.288028689,0.316,0.14,2.44802E-12,2.257142857,Anp32e,,,,,,,,,,,
1.208E-12,0.287998909,0.381,0.219,1.94295E-08,1.739726027,Ankrd17,,,,,,,,,,,
8.43407E-22,0.287469827,0.328,0.126,1.35654E-17,2.603174603,Gm10020,,,,,,,,,,,
5.94089E-28,0.287320053,0.291,0.076,9.55533E-24,3.828947368,Nr3c1,,,,,,,,,,,
5.45691E-20,0.287174863,0.359,0.156,8.77689E-16,2.301282051,Nudt19,,,,,,,,,,,
7.57733E-32,0.28695838,0.35,0.095,1.21874E-27,3.684210526,Alkbh1,,,,,,,,,,,
1.07246E-16,0.286831271,0.297,0.123,1.72494E-12,2.414634146,Lonp1,,,,,,,,,,,
7.09321E-14,0.286770413,0.427,0.259,1.14087E-09,1.648648649,Coq2,,,,,,,,,,,
6.35504E-16,0.286642519,0.418,0.239,1.02215E-11,1.748953975,Gpa33,,,,,,,,,,,
8.59841E-34,0.286529445,0.232,0.033,1.38297E-29,7.03030303,Ccna2,,,,,,,,,,,
4.51755E-38,0.286509855,0.331,0.07,7.26603E-34,4.728571429,Snhg12,,,,,,,,,,,
5.69302E-27,0.286352886,0.345,0.116,9.15666E-23,2.974137931,Ndufaf2,,,,,,,,,,,
7.72656E-08,0.285924698,0.542,0.455,0.00124274,1.191208791,Fuca1,,,,,,,,,,,
2.62168E-23,0.285741214,0.282,0.086,4.21671E-19,3.279069767,Id3,,,,,,,,,,,
2.65461E-24,0.285227307,0.345,0.124,4.26967E-20,2.782258065,Pold2,,,,,,,,,,,
2.7253E-26,0.285173617,0.291,0.082,4.38337E-22,3.548780488,Sdc1,,,,,,,,,,,
3.0252E-08,0.285060663,0.494,0.401,0.000486573,1.2319202,Cmas,,,,,,,,,,,
1.70414E-19,0.284919545,0.424,0.213,2.74094E-15,1.990610329,Mpnd,,,,,,,,,,,
6.07728E-25,0.284769622,0.333,0.111,9.7747E-21,3,Gnl3,,,,,,,,,,,
1.07883E-06,0.284310263,0.537,0.5,0.017351922,1.074,Mapk3,,,,,,,,,,,
8.77992E-06,0.284249752,0.636,0.608,0.141216233,1.046052632,Rpn1,,,,,,,,,,,
2.10283E-16,0.284187286,0.373,0.185,3.38219E-12,2.016216216,Eml4,,,,,,,,,,,
1.57634E-27,0.284176174,0.311,0.09,2.53538E-23,3.455555556,2700029M09Rik,,,,,,,,,,,
2.4399E-26,0.284112311,0.311,0.093,3.92433E-22,3.344086022,Sarnp,,,,,,,,,,,
4.08777E-11,0.284075476,0.429,0.291,6.57478E-07,1.474226804,Ebp,,,,,,,,,,,
3.89692E-29,0.284003589,0.331,0.094,6.2678E-25,3.521276596,Smc1a,,,,,,,,,,,
9.01641E-23,0.283957273,0.325,0.114,1.4502E-18,2.850877193,Prrc2a,,,,,,,,,,,
8.6509E-15,0.283733578,0.345,0.177,1.39141E-10,1.949152542,Zfp703,,,,,,,,,,,
1.34945E-31,0.283665063,0.305,0.075,2.17045E-27,4.066666667,Net1,,,,,,,,,,,
3.41084E-18,0.283532807,0.257,0.09,5.486E-14,2.855555556,Lockd,,,,,,,,,,,
3.21926E-06,0.283434664,0.556,0.531,0.051778551,1.047080979,Snx3,,,,,,,,,,,
1.64167E-13,0.283014317,0.412,0.249,2.64047E-09,1.654618474,Polr3k,,,,,,,,,,,
7.45E-13,0.282931369,0.421,0.267,1.19826E-08,1.576779026,Txnl4a,,,,,,,,,,,
5.91513E-12,0.282680223,0.424,0.281,9.51389E-08,1.508896797,Timm17a,,,,,,,,,,,
1.16238E-23,0.282652316,0.347,0.127,1.86956E-19,2.732283465,Numa1,,,,,,,,,,,
4.98422E-49,0.282581932,0.26,0.019,8.01661E-45,13.68421053,Hells,,,,,,,,,,,
1.32656E-10,0.282563598,0.571,0.459,2.13363E-06,1.244008715,Gtf2a2,,,,,,,,,,,
4.54653E-11,0.282513793,0.427,0.283,7.31264E-07,1.508833922,Myo6,,,,,,,,,,,
1.5675E-31,0.282456444,0.291,0.066,2.52116E-27,4.409090909,Csad,,,,,,,,,,,
9.46332E-12,0.28187566,0.367,0.22,1.52208E-07,1.668181818,Avpi1,,,,,,,,,,,
2.33382E-18,0.281772065,0.364,0.175,3.75371E-14,2.08,Maf1,,,,,,,,,,,
7.28687E-06,0.281685751,0.619,0.594,0.117201939,1.042087542,Larp4b,,,,,,,,,,,
1.06053E-10,0.28150599,0.531,0.407,1.70575E-06,1.304668305,Sephs2,,,,,,,,,,,
3.50397E-17,0.281500424,0.339,0.157,5.63578E-13,2.159235669,Acadvl,,,,,,,,,,,
1.3042E-16,0.281487334,0.393,0.208,2.09767E-12,1.889423077,Mrpl50,,,,,,,,,,,
1.93234E-16,0.281431375,0.412,0.222,3.10798E-12,1.855855856,Taok3,,,,,,,,,,,
7.9177E-13,0.281420447,0.853,0.869,1.27348E-08,0.981588032,Rrbp1,,,,,,,,,,,
1.36907E-21,0.281278214,0.328,0.122,2.20201E-17,2.68852459,Ccar1,,,,,,,,,,,
5.93632E-08,0.28097732,0.412,0.319,0.000954798,1.29153605,Atraid,,,,,,,,,,,
6.74264E-14,0.280835755,0.418,0.251,1.08449E-09,1.665338645,Psmd13,,,,,,,,,,,
1.13402E-38,0.280599585,0.302,0.054,1.82396E-34,5.592592593,Add3,,,,,,,,,,,
1.63435E-18,0.280306558,0.331,0.139,2.62868E-14,2.381294964,Sptbn1,,,,,,,,,,,
1.749E-08,0.280090053,0.483,0.393,0.000281309,1.229007634,Cyb5b,,,,,,,,,,,
1.01425E-25,0.27990096,0.311,0.093,1.63132E-21,3.344086022,Gipc2,,,,,,,,,,,
1.45647E-30,0.279843582,0.362,0.113,2.34258E-26,3.203539823,Psmd1,,,,,,,,,,,
5.49321E-23,0.279728721,0.35,0.136,8.83528E-19,2.573529412,Sdhaf4,,,,,,,,,,,
1.18387E-26,0.279673552,0.305,0.089,1.90413E-22,3.426966292,Smc3,,,,,,,,,,,
6.49008E-22,0.279535549,0.302,0.106,1.04386E-17,2.849056604,Mrpl37,,,,,,,,,,,
2.78955E-08,0.279498636,0.5,0.423,0.000448671,1.182033097,Bccip,,,,,,,,,,,
4.4117E-22,0.279467376,0.257,0.077,7.09578E-18,3.337662338,Hat1,,,,,,,,,,,
2.62895E-24,0.279422383,0.302,0.096,4.2284E-20,3.145833333,Vps72,,,,,,,,,,,
2.13503E-09,0.279280928,0.534,0.446,3.43399E-05,1.197309417,Ormdl2,,,,,,,,,,,
1.27216E-34,0.27926601,0.268,0.048,2.04614E-30,5.583333333,Mcm5,,,,,,,,,,,
3.8842E-12,0.279221745,0.404,0.254,6.24735E-08,1.590551181,Commd3,,,,,,,,,,,
2.85275E-12,0.278805596,0.353,0.201,4.58836E-08,1.756218905,Cd2ap,,,,,,,,,,,
7.20384E-23,0.278718218,0.314,0.108,1.15867E-18,2.907407407,Mrto4,,,,,,,,,,,
1.39366E-11,0.278479514,0.314,0.167,2.24156E-07,1.880239521,Clk1,,,,,,,,,,,
4.18248E-20,0.278429377,0.331,0.135,6.7271E-16,2.451851852,Ccdc53,,,,,,,,,,,
1.21169E-11,0.278420195,0.432,0.288,1.94888E-07,1.5,Sh3bgrl,,,,,,,,,,,
3.25461E-27,0.278253877,0.322,0.098,5.23472E-23,3.285714286,Naa20,,,,,,,,,,,
2.41833E-44,0.27819301,0.26,0.026,3.88965E-40,10,Sfrp5,,,,,,,,,,,
2.2281E-27,0.278154089,0.322,0.097,3.58368E-23,3.319587629,Tufm,,,,,,,,,,,
4.63385E-17,0.278016443,0.294,0.121,7.45309E-13,2.429752066,Ifngr2,,,,,,,,,,,
5.75974E-24,0.278006218,0.316,0.105,9.26396E-20,3.00952381,Oxa1l,,,,,,,,,,,
0.001106332,0.277521647,0.432,0.412,1,1.048543689,Tmem205,,,,,,,,,,,
5.14847E-11,0.277401484,0.452,0.319,8.28079E-07,1.4169279,Ppp2ca,,,,,,,,,,,
4.73522E-10,0.277323899,0.455,0.336,7.61613E-06,1.354166667,Arpc5l,,,,,,,,,,,
1.11664E-33,0.27725601,0.249,0.041,1.796E-29,6.073170732,Knstrn,,,,,,,,,,,
1.73282E-10,0.277235495,0.455,0.323,2.78706E-06,1.408668731,Taf6l,,,,,,,,,,,
2.33397E-08,0.277087931,0.588,0.51,0.000375395,1.152941176,Ralbp1,,,,,,,,,,,
1.2301E-23,0.276883536,0.384,0.151,1.97848E-19,2.543046358,Ik,,,,,,,,,,,
5.35894E-12,0.276844172,0.342,0.193,8.61931E-08,1.772020725,Coro1b,,,,,,,,,,,
1.27994E-32,0.27681698,0.339,0.09,2.05866E-28,3.766666667,Sae1,,,,,,,,,,,
4.24311E-12,0.27657249,0.376,0.232,6.82461E-08,1.620689655,Dcun1d5,,,,,,,,,,,
8.70404E-09,0.276554572,0.415,0.308,0.000139996,1.347402597,Btf3l4,,,,,,,,,,,
1.36599E-24,0.276305969,0.322,0.105,2.19707E-20,3.066666667,Bri3bp,,,,,,,,,,,
2.76268E-17,0.275788855,0.359,0.172,4.44349E-13,2.087209302,Coa6,,,,,,,,,,,
2.79484E-07,0.275708651,0.483,0.407,0.004495215,1.186732187,Snf8,,,,,,,,,,,
1.25468E-06,0.275394842,0.466,0.39,0.020180223,1.194871795,Tmem176a,,,,,,,,,,,
2.33662E-10,0.275316062,0.537,0.43,3.75822E-06,1.248837209,Glo1,,,,,,,,,,,
4.12872E-16,0.275190837,0.356,0.176,6.64064E-12,2.022727273,Nrtn,,,,,,,,,,,
2.57038E-07,0.27517279,0.681,0.686,0.004134202,0.99271137,Guk1,,,,,,,,,,,
3.16775E-13,0.275046804,0.373,0.214,5.09501E-09,1.742990654,Rpl10,,,,,,,,,,,
9.96662E-26,0.274907642,0.218,0.042,1.60303E-21,5.19047619,Rgcc,,,,,,,,,,,
3.79359E-15,0.274820466,0.356,0.177,6.10161E-11,2.011299435,Kmt2e,,,,,,,,,,,
1.33816E-08,0.274684751,0.542,0.45,0.00021523,1.204444444,Timm10b,,,,,,,,,,,
4.57075E-19,0.274375757,0.328,0.134,7.35159E-15,2.447761194,Coq7,,,,,,,,,,,
5.10572E-17,0.274287704,0.359,0.171,8.21204E-13,2.099415205,Ube2m,,,,,,,,,,,
4.17069E-14,0.27411068,0.342,0.176,6.70813E-10,1.943181818,Dusp11,,,,,,,,,,,
1.81848E-18,0.27407467,0.308,0.129,2.92484E-14,2.387596899,Hmgn2,,,,,,,,,,,
6.77024E-23,0.273896011,0.331,0.119,1.08893E-18,2.781512605,Osgep,,,,,,,,,,,
3.09846E-21,0.273862981,0.291,0.1,4.98356E-17,2.91,Ddx27,,,,,,,,,,,
9.11917E-33,0.273859709,0.311,0.073,1.46673E-28,4.260273973,Tcf3,,,,,,,,,,,
3.44134E-12,0.273616821,0.466,0.318,5.53506E-08,1.465408805,Ube2r2,,,,,,,,,,,
2.20641E-07,0.273431519,0.686,0.7,0.003548786,0.98,Vamp8,,,,,,,,,,,
5.82216E-08,0.273305515,0.647,0.594,0.000936436,1.089225589,Tmem160,,,,,,,,,,,
1.86374E-07,0.27321974,0.494,0.415,0.002997643,1.190361446,Eif4g1,,,,,,,,,,,
2.6192E-21,0.273112543,0.254,0.074,4.21271E-17,3.432432432,Zbtb20,,,,,,,,,,,
1.04333E-27,0.272488928,0.418,0.158,1.6781E-23,2.64556962,Nap1l4,,,,,,,,,,,
1.37277E-23,0.272209864,0.314,0.105,2.20796E-19,2.99047619,Acads,,,,,,,,,,,
5.30357E-14,0.272177343,0.336,0.177,8.53027E-10,1.898305085,Gcsh,,,,,,,,,,,
3.38768E-10,0.272153796,0.305,0.171,5.44874E-06,1.783625731,Prpf38b,,,,,,,,,,,
6.32017E-19,0.271802,0.308,0.12,1.01654E-14,2.566666667,Mrpl45,,,,,,,,,,,
5.93693E-17,0.271743394,0.302,0.127,9.54896E-13,2.377952756,1110008L16Rik,,,,,,,,,,,
8.10175E-05,0.271583537,0.472,0.433,1,1.090069284,Alg5,,,,,,,,,,,
4.39252E-28,0.271572736,0.325,0.096,7.06492E-24,3.385416667,Lta4h,,,,,,,,,,,
3.12973E-10,0.271452335,0.421,0.296,5.03386E-06,1.422297297,Ube2a,,,,,,,,,,,
8.20074E-08,0.27117766,0.458,0.367,0.001319006,1.247956403,St6galnac2,,,,,,,,,,,
9.33986E-20,0.271096687,0.342,0.143,1.50222E-15,2.391608392,Strbp,,,,,,,,,,,
1.77252E-18,0.270759339,0.373,0.173,2.85092E-14,2.156069364,Psmc2,,,,,,,,,,,
6.98243E-06,0.270724927,0.336,0.256,0.112305384,1.3125,Camk2d,,,,,,,,,,,
1.34191E-27,0.270641331,0.328,0.102,2.15833E-23,3.215686275,Mrpl49,,,,,,,,,,,
3.1497E-22,0.270507573,0.362,0.144,5.06598E-18,2.513888889,Nolc1,,,,,,,,,,,
1.75138E-11,0.270275352,0.398,0.255,2.81692E-07,1.560784314,Pcbd2,,,,,,,,,,,
4.84964E-10,0.270143182,0.446,0.315,7.80016E-06,1.415873016,Cenpb,,,,,,,,,,,
1.48032E-26,0.269695355,0.339,0.111,2.38094E-22,3.054054054,Timm9,,,,,,,,,,,
1.54525E-14,0.26965771,0.339,0.166,2.48538E-10,2.042168675,Wnk1,,,,,,,,,,,
8.28543E-09,0.269552707,0.345,0.229,0.000133263,1.506550218,Cirbp,,,,,,,,,,,
5.05213E-13,0.269296628,0.364,0.207,8.12585E-09,1.758454106,Synj2bp,,,,,,,,,,,
4.89999E-20,0.269228385,0.271,0.09,7.88114E-16,3.011111111,Slc39a5,,,,,,,,,,,
4.75413E-15,0.269143454,0.271,0.114,7.64655E-11,2.377192982,Dguok,,,,,,,,,,,
1.09266E-14,0.26913289,0.266,0.108,1.75743E-10,2.462962963,Engase,,,,,,,,,,,
3.27754E-17,0.26904965,0.297,0.116,5.2716E-13,2.560344828,Zfp644,,,,,,,,,,,
9.41801E-16,0.268797974,0.339,0.163,1.51479E-11,2.079754601,Hsd17b12,,,,,,,,,,,
1.38304E-32,0.26860892,0.297,0.066,2.22448E-28,4.5,Hscb,,,,,,,,,,,
8.88041E-08,0.26831469,0.427,0.329,0.001428325,1.29787234,Sec13,,,,,,,,,,,
0.000145289,0.26818174,0.517,0.485,1,1.065979381,Slc1a5,,,,,,,,,,,
4.68218E-08,0.267884736,0.54,0.453,0.000753081,1.19205298,Rnf128,,,,,,,,,,,
1.41686E-21,0.267697782,0.336,0.127,2.27888E-17,2.645669291,Rangap1,,,,,,,,,,,
5.44061E-13,0.267690081,0.469,0.291,8.75067E-09,1.611683849,Ganab,,,,,,,,,,,
7.37535E-12,0.26763874,0.364,0.218,1.18625E-07,1.669724771,Ctnnd1,,,,,,,,,,,
5.11936E-15,0.267293259,0.305,0.139,8.23397E-11,2.194244604,Chd7,,,,,,,,,,,
6.64192E-07,0.26725863,0.562,0.536,0.010682869,1.048507463,Dpm3,,,,,,,,,,,
2.80659E-20,0.266941577,0.342,0.139,4.51412E-16,2.460431655,Pgd,,,,,,,,,,,
1.87297E-09,0.266691303,0.438,0.313,3.01248E-05,1.399361022,Lamtor1,,,,,,,,,,,
2.77323E-09,0.266347707,0.364,0.238,4.46047E-05,1.529411765,2510002D24Rik,,,,,,,,,,,
2.9531E-07,0.2663298,0.398,0.306,0.004749763,1.300653595,Emc4,,,,,,,,,,,
2.82867E-11,0.26552628,0.404,0.261,4.54963E-07,1.54789272,Suclg2,,,,,,,,,,,
9.70457E-22,0.265507212,0.266,0.081,1.56088E-17,3.283950617,Mllt10,,,,,,,,,,,
7.32536E-16,0.265358507,0.347,0.173,1.17821E-11,2.005780347,Fam114a2,,,,,,,,,,,
3.81105E-07,0.265229229,0.449,0.338,0.006129685,1.328402367,Vgll4,,,,,,,,,,,
1.39165E-22,0.265181235,0.314,0.109,2.23833E-18,2.880733945,Emc8,,,,,,,,,,,
4.46319E-19,0.26516542,0.362,0.161,7.17859E-15,2.248447205,Dgkz,,,,,,,,,,,
2.26464E-16,0.265086492,0.297,0.126,3.64244E-12,2.357142857,Frat2,,,,,,,,,,,
1.86218E-05,0.265070586,0.52,0.48,0.299513534,1.083333333,Prkar2a,,,,,,,,,,,
4.54618E-15,0.265055963,0.424,0.244,7.31208E-11,1.737704918,Ctnna1,,,,,,,,,,,
6.89574E-09,0.26495845,0.441,0.342,0.000110911,1.289473684,Mettl9,,,,,,,,,,,
1.64811E-20,0.264890852,0.367,0.153,2.65083E-16,2.39869281,Ubtf,,,,,,,,,,,
2.01641E-22,0.264518463,0.336,0.123,3.24319E-18,2.731707317,Adcy6,,,,,,,,,,,
3.17193E-12,0.264310729,0.808,0.811,5.10173E-08,0.996300863,Fkbp2,,,,,,,,,,,
8.76822E-17,0.264190544,0.311,0.133,1.41028E-12,2.338345865,Urod,,,,,,,,,,,
1.54128E-08,0.263865371,0.763,0.774,0.0002479,0.985788114,Spcs1,,,,,,,,,,,
9.77623E-29,0.263801866,0.331,0.094,1.57241E-24,3.521276596,Blmh,,,,,,,,,,,
3.69446E-16,0.263770731,0.364,0.18,5.94217E-12,2.022222222,Aplp2,,,,,,,,,,,
5.96673E-17,0.26357913,0.172,0.042,9.59689E-13,4.095238095,Cdc20,,,,,,,,,,,
5.82997E-23,0.263393021,0.319,0.109,9.37692E-19,2.926605505,Rbfa,,,,,,,,,,,
1.7846E-27,0.263022888,0.249,0.054,2.87035E-23,4.611111111,Bok,,,,,,,,,,,
3.21035E-06,0.262661594,0.452,0.377,0.051635243,1.198938992,Ube2k,,,,,,,,,,,
5.09116E-27,0.262657603,0.294,0.08,8.18863E-23,3.675,Dnajc9,,,,,,,,,,,
1.21006E-09,0.262609723,0.573,0.479,1.94627E-05,1.196242171,Fam104a,,,,,,,,,,,
3.36665E-12,0.262598155,0.37,0.216,5.41492E-08,1.712962963,Lsm12,,,,,,,,,,,
3.73212E-14,0.262520632,0.285,0.126,6.00275E-10,2.261904762,Agap1,,,,,,,,,,,
1.63663E-08,0.261901922,0.398,0.288,0.000263236,1.381944444,Sfr1,,,,,,,,,,,
9.37252E-08,0.261833389,0.452,0.354,0.001507476,1.276836158,Tmem54,,,,,,,,,,,
9.69996E-16,0.261702123,0.359,0.185,1.56014E-11,1.940540541,l7Rn6,,,,,,,,,,,
1.08745E-10,0.261691515,0.37,0.231,1.74905E-06,1.601731602,Acaa1a,,,,,,,,,,,
1.25786E-37,0.261684612,0.319,0.066,2.02314E-33,4.833333333,Paics,,,,,,,,,,,
3.31571E-16,0.261662303,0.339,0.163,5.33298E-12,2.079754601,Faap20,,,,,,,,,,,
1.5427E-21,0.261606153,0.316,0.117,2.48129E-17,2.700854701,Aimp2,,,,,,,,,,,
3.62456E-19,0.261605179,0.308,0.122,5.82974E-15,2.524590164,Itpa,,,,,,,,,,,
5.03611E-24,0.26148826,0.28,0.081,8.10007E-20,3.456790123,Gart,,,,,,,,,,,
9.72771E-19,0.26095625,0.229,0.068,1.5646E-14,3.367647059,Sorbs2,,,,,,,,,,,
4.48612E-22,0.260480783,0.333,0.125,7.21548E-18,2.664,Mthfd2l,,,,,,,,,,,
3.02424E-22,0.260329591,0.26,0.075,4.86419E-18,3.466666667,Faah,,,,,,,,,,,
1.1093E-15,0.260277914,0.331,0.156,1.78419E-11,2.121794872,Grn,,,,,,,,,,,
3.81918E-18,0.260253872,0.331,0.139,6.14277E-14,2.381294964,Nfe2l2,,,,,,,,,,,
8.48626E-17,0.260093998,0.393,0.201,1.36493E-12,1.955223881,1700020I14Rik,,,,,,,,,,,
2.71465E-31,0.259934184,0.198,0.023,4.36624E-27,8.608695652,Slc1a3,,,,,,,,,,,
4.51505E-39,0.259928527,0.282,0.044,7.26201E-35,6.409090909,Car9,,,,,,,,,,,
2.32244E-14,0.259878396,0.367,0.2,3.73541E-10,1.835,Plgrkt,,,,,,,,,,,
1.33284E-13,0.259782322,0.342,0.18,2.14374E-09,1.9,Cd47,,,,,,,,,,,
3.73949E-10,0.259604586,0.302,0.168,6.0146E-06,1.797619048,BC005561,,,,,,,,,,,
1.34458E-14,0.259543697,0.311,0.142,2.16262E-10,2.190140845,Tnrc6a,,,,,,,,,,,
1.05271E-08,0.259502298,0.475,0.347,0.000169318,1.368876081,Ogdh,,,,,,,,,,,
2.42265E-15,0.259500972,0.395,0.217,3.89658E-11,1.820276498,Gtf3c6,,,,,,,,,,,
1.59488E-10,0.259467097,0.379,0.24,2.56521E-06,1.579166667,Mapk1,,,,,,,,,,,
1.75431E-22,0.259439374,0.299,0.098,2.82163E-18,3.051020408,Ndufs1,,,,,,,,,,,
6.82013E-11,0.259270399,0.401,0.262,1.09695E-06,1.530534351,Chrac1,,,,,,,,,,,
5.7306E-11,0.258832698,0.46,0.324,9.2171E-07,1.419753086,Abcf1,,,,,,,,,,,
