p_val,avg_log2FC,pct.1,pct.2,p_val_adj,ratio,gene,,,,,,,,,,,
5.70497E-08,0.258799357,0.441,0.347,0.000917587,1.270893372,Polr2k,,,,,,,,,,,
1.13608E-11,0.25853176,0.297,0.157,1.82728E-07,1.891719745,Dgat1,,,,,,,,,,,
1.22737E-22,0.258202475,0.311,0.104,1.9741E-18,2.990384615,Noc2l,,,,,,,,,,,
9.39532E-16,0.257910638,0.356,0.178,1.51114E-11,2,Ipo7,,,,,,,,,,,
1.92783E-37,0.25756806,0.263,0.039,3.10072E-33,6.743589744,Clic6,,,,,,,,,,,
2.63949E-08,0.257442455,0.41,0.291,0.000424535,1.408934708,Uba1,,,,,,,,,,,
3.32543E-12,0.257306848,0.364,0.211,5.34862E-08,1.725118483,Slc25a11,,,,,,,,,,,
9.71334E-10,0.257261228,0.373,0.243,1.56229E-05,1.534979424,Dcaf11,,,,,,,,,,,
2.07077E-25,0.257223166,0.277,0.075,3.33063E-21,3.693333333,Atic,,,,,,,,,,,
1.11068E-24,0.257220977,0.297,0.085,1.78642E-20,3.494117647,Lrrc31,,,,,,,,,,,
8.37782E-14,0.257188546,0.376,0.204,1.34749E-09,1.843137255,Limk2,,,,,,,,,,,
9.46488E-08,0.257125418,0.5,0.426,0.001522331,1.17370892,Immp1l,,,,,,,,,,,
5.14956E-17,0.25704539,0.353,0.166,8.28256E-13,2.126506024,Malsu1,,,,,,,,,,,
7.31111E-14,0.25704478,0.353,0.186,1.17592E-09,1.897849462,Prpsap1,,,,,,,,,,,
3.18543E-36,0.25690005,0.277,0.048,5.12345E-32,5.770833333,Lmnb1,,,,,,,,,,,
4.34156E-19,0.256800109,0.314,0.12,6.98296E-15,2.616666667,Med9,,,,,,,,,,,
2.15532E-16,0.256739609,0.347,0.163,3.46661E-12,2.128834356,Zranb2,,,,,,,,,,,
8.85538E-11,0.25665518,0.429,0.295,1.4243E-06,1.454237288,Smap1,,,,,,,,,,,
2.02444E-08,0.256625067,0.444,0.342,0.000325611,1.298245614,Ccdc124,,,,,,,,,,,
9.5668E-15,0.256521068,0.353,0.186,1.53872E-10,1.897849462,Tpd52l2,,,,,,,,,,,
7.98123E-40,0.256440774,0.246,0.028,1.2837E-35,8.785714286,Far2,,,,,,,,,,,
2.24214E-18,0.256317679,0.336,0.147,3.60625E-14,2.285714286,Rpl36-ps3,,,,,,,,,,,
9.41419E-17,0.256215096,0.322,0.141,1.51418E-12,2.283687943,Cmc2,,,,,,,,,,,
1.01145E-14,0.2561611,0.328,0.158,1.62681E-10,2.075949367,Pyurf,,,,,,,,,,,
2.9355E-09,0.256125775,0.353,0.23,4.72146E-05,1.534782609,Cers6,,,,,,,,,,,
1.72242E-14,0.25610594,0.319,0.153,2.77034E-10,2.08496732,Rere,,,,,,,,,,,
3.78677E-22,0.256073183,0.282,0.089,6.09064E-18,3.168539326,Trap1,,,,,,,,,,,
3.2699E-13,0.25601505,0.302,0.146,5.2593E-09,2.068493151,Scaf11,,,,,,,,,,,
1.34891E-16,0.255660952,0.308,0.133,2.16959E-12,2.315789474,Phf14,,,,,,,,,,,
1.26939E-25,0.255479764,0.268,0.069,2.04169E-21,3.884057971,Itpr3,,,,,,,,,,,
1.61794E-37,0.25500676,0.274,0.044,2.6023E-33,6.227272727,Prim1,,,,,,,,,,,
7.19436E-13,0.254812826,0.421,0.265,1.15714E-08,1.588679245,Dnajb6,,,,,,,,,,,
2.76241E-28,0.254780845,0.291,0.075,4.44306E-24,3.88,Immp2l,,,,,,,,,,,
1.41256E-17,0.25451099,0.387,0.193,2.27196E-13,2.005181347,Polr2g,,,,,,,,,,,
2.45069E-20,0.254258324,0.393,0.175,3.9417E-16,2.245714286,Pak2,,,,,,,,,,,
6.00948E-17,0.254190611,0.314,0.136,9.66565E-13,2.308823529,Tmem70,,,,,,,,,,,
2.32744E-08,0.254042223,0.41,0.298,0.000374345,1.375838926,0610007P14Rik,,,,,,,,,,,
4.30787E-11,0.253809108,0.35,0.208,6.92878E-07,1.682692308,Akr1b3,,,,,,,,,,,
7.49737E-09,0.253622391,0.359,0.238,0.000120588,1.508403361,Pole4,,,,,,,,,,,
9.40574E-18,0.253598511,0.291,0.113,1.51282E-13,2.575221239,Lrig1,,,,,,,,,,,
1.99571E-10,0.253357106,0.415,0.282,3.2099E-06,1.471631206,Stk16,,,,,,,,,,,
1.49083E-10,0.253103239,0.395,0.247,2.39785E-06,1.599190283,Zfp106,,,,,,,,,,,
1.52167E-16,0.252097633,0.316,0.135,2.44746E-12,2.340740741,Ythdc1,,,,,,,,,,,
2.52858E-26,0.252046155,0.294,0.083,4.06698E-22,3.542168675,Mrpl9,,,,,,,,,,,
2.90024E-16,0.251916611,0.322,0.145,4.66474E-12,2.220689655,Dhx15,,,,,,,,,,,
3.19905E-15,0.251912272,0.299,0.134,5.14535E-11,2.231343284,Eci2,,,,,,,,,,,
1.74047E-08,0.251903185,0.381,0.261,0.000279937,1.459770115,Mark2,,,,,,,,,,,
3.18513E-19,0.251882988,0.277,0.097,5.12297E-15,2.855670103,Fnbp1l,,,,,,,,,,,
2.10083E-20,0.251781128,0.339,0.137,3.37897E-16,2.474452555,U2af2,,,,,,,,,,,
1.09105E-10,0.251762146,0.444,0.297,1.75484E-06,1.494949495,Zbtb7a,,,,,,,,,,,
2.49242E-14,0.251704488,0.958,0.967,4.00881E-10,0.990692865,Ssr4,,,,,,,,,,,
6.23559E-14,0.251568421,0.314,0.154,1.00293E-09,2.038961039,Myo1a,,,,,,,,,,,
5.26933E-18,0.251512554,0.325,0.139,8.47519E-14,2.338129496,Bphl,,,,,,,,,,,
3.8166E-12,0.251448167,0.347,0.199,6.13861E-08,1.743718593,Mkks,,,,,,,,,,,
5.20101E-15,0.251371648,0.282,0.122,8.3653E-11,2.31147541,Ppan,,,,,,,,,,,
1.85511E-14,0.251269276,0.282,0.127,2.98376E-10,2.220472441,Bloc1s2,,,,,,,,,,,
4.01145E-17,0.251216082,0.336,0.15,6.45201E-13,2.24,Pnpla2,,,,,,,,,,,
2.40115E-13,0.25120827,0.376,0.207,3.862E-09,1.816425121,Akt1,,,,,,,,,,,
2.90405E-12,0.251167321,0.305,0.154,4.67087E-08,1.980519481,Plxnb2,,,,,,,,,,,
3.4535E-13,0.250626322,0.266,0.118,5.55461E-09,2.254237288,Gatad2b,,,,,,,,,,,
2.51722E-16,0.250422563,0.373,0.187,4.0487E-12,1.994652406,Stard7,,,,,,,,,,,
7.3879E-10,0.250376092,0.376,0.243,1.18827E-05,1.547325103,Mat2b,,,,,,,,,,,
3.64514E-11,0.250295605,0.379,0.228,5.86285E-07,1.662280702,Prkca,,,,,,,,,,,
1.86877E-30,0.250042983,0.268,0.055,3.00573E-26,4.872727273,Ppid,,,,,,,,,,,
1.66699E-10,-0.265922325,0.655,0.839,2.68119E-06,0.780691299,Rnase4,,,,,,,,,,,
2.84512E-16,-0.267451765,0.37,0.645,4.5761E-12,0.573643411,Lrrc26,,,,,,,,,,,
1.65869E-14,-0.268801165,0.653,0.857,2.66784E-10,0.761960327,Tspan13,,,,,,,,,,,
1.87829E-10,-0.272806455,0.596,0.795,3.02104E-06,0.749685535,Bambi,,,,,,,,,,,
7.89963E-13,-0.284029498,0.774,0.932,1.27058E-08,0.830472103,Serp1,,,,,,,,,,,
2.2861E-10,-0.305661192,0.582,0.776,3.67697E-06,0.75,Zg16,,,,,,,,,,,
4.41173E-14,-0.308588549,0.658,0.892,7.09582E-10,0.737668161,Reep5,,,,,,,,,,,
7.56152E-12,-0.315953567,0.638,0.797,1.21619E-07,0.800501882,Tmed6,,,,,,,,,,,
8.90827E-22,-0.333225113,0.412,0.685,1.43281E-17,0.601459854,Defa5,,,,,,,,,,,
0.078774201,-0.337180144,0.766,0.821,1,0.933008526,Rnase1,,,,,,,,,,,
4.77004E-18,-0.354341439,0.636,0.898,7.67214E-14,0.708240535,Smim14,,,,,,,,,,,
2.3524E-12,-0.363023354,0.477,0.713,3.7836E-08,0.669004208,Sct,,,,,,,,,,,
7.67965E-05,-0.364119064,0.944,0.989,1,0.954499494,Muc2,,,,,,,,,,,
2.53579E-25,-0.38447065,0.373,0.679,4.07856E-21,0.549337261,Lyz2,,,,,,,,,,,
1.79418E-17,-0.412131436,0.932,0.994,2.88576E-13,0.937625755,Cd24a,,,,,,,,,,,
0.021520191,-0.421466264,0.932,0.939,1,0.992545261,Mptx2,,,,,,,,,,,
1.71681E-08,-0.425983636,0.319,0.499,0.000276132,0.639278557,Ccl9,,,,,,,,,,,
1.2652E-12,-0.434217159,0.992,0.999,2.03494E-08,0.992992993,Mmp7,,,,,,,,,,,
6.17351E-24,-0.476678529,0.692,0.922,9.92948E-20,0.750542299,Ramp1,,,,,,,,,,,
1.09945E-25,-0.498974327,0.977,1,1.76835E-21,0.977,Guca2b,,,,,,,,,,,
4.30842E-29,-0.5207135,0.788,0.979,6.92967E-25,0.804902962,Selm,,,,,,,,,,,
1.36507E-26,-0.5235327,1,1,2.19558E-22,1,Clps,,,,,,,,,,,
2.30421E-34,-0.551180253,0.65,0.922,3.70608E-30,0.704989154,Gm6696,,,,,,,,,,,
2.06926E-21,-0.575955088,0.989,1,3.3282E-17,0.989,Tff3,,,,,,,,,,,
5.34397E-20,-0.586406217,1,1,8.59524E-16,1,AY761184,,,,,,,,,,,
1.43791E-40,-0.599785956,0.842,0.988,2.31274E-36,0.852226721,Gm7849,,,,,,,,,,,
1.38236E-44,-0.609076389,1,1,2.22339E-40,1,Gm14851,,,,,,,,,,,
1.03153E-26,-0.614101223,0.864,0.98,1.65912E-22,0.881632653,Nupr1,,,,,,,,,,,
9.37663E-31,-0.623400827,0.983,0.996,1.50814E-26,0.986947791,Gm15292,,,,,,,,,,,
3.96425E-24,-0.632376707,0.994,0.994,6.37609E-20,1,Ang4,,,,,,,,,,,
1.0538E-87,-0.662653502,1,1,1.69493E-83,1,Defa24,,,,,,,,,,,
2.68261E-20,-0.687675499,0.89,0.981,4.31471E-16,0.907237513,Defa23,,,,,,,,,,,
2.99628E-17,-0.691653941,0.424,0.668,4.81922E-13,0.634730539,Gm21002,,,,,,,,,,,
1.01967E-30,-0.698034894,0.605,0.881,1.64004E-26,0.686719637,Gm15293,,,,,,,,,,,
7.40529E-24,-0.719063961,0.935,0.996,1.19107E-19,0.93875502,Agr2,,,,,,,,,,,
9.35154E-35,-0.723925103,1,1,1.5041E-30,1,Spink4,,,,,,,,,,,
8.61996E-55,-0.72456039,0.862,0.985,1.38643E-50,0.875126904,Defa3,,,,,,,,,,,
2.43886E-64,-0.72621587,0.997,0.998,3.92267E-60,0.998997996,Defa26,,,,,,,,,,,
5.92398E-47,-0.738183073,1,1,9.52812E-43,1,Lyz1,,,,,,,,,,,
2.18975E-45,-0.745886279,1,1,3.52199E-41,1,Gm15284,,,,,,,,,,,
1.76151E-32,-0.786881848,0.986,1,2.83321E-28,0.986,Reg4,,,,,,,,,,,
1.96508E-80,-0.81931364,1,1,3.16064E-76,1,Defa-rs1,,,,,,,,,,,
2.86749E-43,-0.841485057,0.91,0.994,4.61207E-39,0.915492958,Gm15299,,,,,,,,,,,
2.44976E-29,-0.876091089,0.927,0.985,3.94019E-25,0.941116751,Guca2a,,,,,,,,,,,
5.24723E-82,-0.87686845,0.963,0.999,8.43965E-78,0.963963964,Gm7861,,,,,,,,,,,
1.47205E-59,-0.882863951,0.895,0.991,2.36764E-55,0.903128153,Gm10104,,,,,,,,,,,
1.65298E-73,-0.918940094,0.994,1,2.65866E-69,0.994,Defa17,,,,,,,,,,,
1.18746E-34,-0.94301295,0.737,0.972,1.90991E-30,0.758230453,Gm15315,,,,,,,,,,,
2.86024E-22,-0.959325866,1,1,4.60041E-18,1,Defa21,,,,,,,,,,,
1.44069E-72,-0.971368575,0.938,0.992,2.3172E-68,0.945564516,Ccl6,,,,,,,,,,,
4.13056E-22,-0.973990495,1,1,6.64359E-18,1,Defa22,,,,,,,,,,,
2.32549E-82,-0.987795135,0.983,0.996,3.74032E-78,0.986947791,Gm14850,,,,,,,,,,,
4.13174E-32,-1.192981371,1,1,6.64548E-28,1,Defa20,,,,,,,,,,,
2.14799E-29,-1.368859506,0.975,0.995,3.45483E-25,0.979899497,Gm15308,,,,,,,,,,,
